"Time","NEDC","Speed"
2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.0625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.1875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.3125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.4375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.5625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.6875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.75,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.8125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
2.9375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.0625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.1875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.3125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.4375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.5625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.6875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.75,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.8125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
3.9375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.0625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.1875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.3125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.4375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.5625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.6875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.75,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.8125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
4.9375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
5.0625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
5.125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
5.1875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
5.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
5.3125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
5.375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
5.4375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
5.5625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
5.625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
5.6875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
